# screening_decisions.tsv -- the project owner's own include/exclude verdicts, one per
# publication, recorded from how PDFs were sorted under
# D:\Agentic\bifserver-works\literatures on 2026-09-22.
#
# These are NOT screening_record.triage_state. That column is Zone H, a deterministic
# function of query_families.yaml and discovery.py, and the schema says it must never be
# overwritten directly -- the next discovery run rebuilds it. A person who read a paper
# and rejected it is not a function of the query file, so the verdict lives here and in
# the screening_decision table, where re-running discovery cannot erase it.
#
# in_atlas records whether the DOI matched a publication row at the time of writing. 'no'
# means the owner screened a paper discovery never returned: kept deliberately, because a
# decision about a paper the atlas has not seen is still a decision, and dropping it here
# would silently re-open the paper if discovery later finds it.
#
# pdf/ (17 files, unsorted) is absent on purpose. Undecided is not a decision.
publication_id	decision	reason	source	decided_by	decided_at	in_atlas	pdf_file
doi:10.1016/s1001-0742_11_60788-2	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	no	10.1016_s1001-0742_11_60788-2.pdf
doi:10.1017/s0007114520003669	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1017_s0007114520003669.pdf
doi:10.1017/s0016672300015068	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1017_s0016672300015068.pdf
doi:10.1021/acs.jcim.5c02906	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1021_acs.jcim.5c02906.pdf
doi:10.1021/acs.molpharmaceut.9b00805	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1021_acs.molpharmaceut.9b00805.pdf
doi:10.1021/acssynbio.1c00549	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1021_acssynbio.1c00549.pdf
doi:10.1021/acssynbio.5c00096	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1021_acssynbio.5c00096.pdf
doi:10.1021/acssynbio.5c00689	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1021_acssynbio.5c00689.pdf
doi:10.1073/pnas.88.17.7864	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1073_pnas.88.17.7864.pdf
doi:10.1128/aem.02591-07	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1128_aem.02591-07.pdf
doi:10.1128/aem.69.4.2094-2099.2003	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1128_aem.69.4.2094-2099.2003.pdf
doi:10.1134/s0006297925603296	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1134_s0006297925603296.pdf
doi:10.1172/jci118100	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1172_jci118100.pdf
doi:10.1172/jci29089	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1172_jci29089.pdf
doi:10.1248/bpb.29.923	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1248_bpb.29.923.pdf
doi:10.1248/bpb.31.2001	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1248_bpb.31.2001.pdf
doi:10.1248/bpb1978.15.99	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1248_bpb1978.15.99.pdf
doi:10.1248/cpb.46.1474	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1248_cpb.46.1474.pdf
doi:10.1248/cpb.49.1170	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1248_cpb.49.1170.pdf
doi:10.1248/cpb.52.270	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.1248_cpb.52.270.pdf
doi:10.2323/jgam.58.43	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.2323_jgam.58.43.pdf
doi:10.3314/jjmm.45.1	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.3314_jjmm.45.1.pdf
doi:10.3892/mmr.2011.427	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.3892_mmr.2011.427.pdf
doi:10.4193/rhino10.263	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.4193_rhino10.263.pdf
doi:10.5271/sjweh.2658	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.5271_sjweh.2658.pdf
doi:10.7164/antibiotics.37.13	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.7164_antibiotics.37.13.pdf
doi:10.7164/antibiotics.38.505	exclude	Owner read the PDF and rejected it as out of scope for the isobutanol/ethanol atlas.	pdf_excluded/	kangkon	2026-09-22	yes	10.7164_antibiotics.38.505.pdf
doi:10.1006/mben.1999.0140	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1006_mben.1999.0140.pdf
doi:10.1007/10_2007_057	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_10_2007_057.pdf
doi:10.1007/bf00435452	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_bf00435452.pdf
doi:10.1007/s00253-020-10518-x	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s00253-020-10518-x.pdf
doi:10.1007/s00253-021-11278-y	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s00253-021-11278-y.pdf
doi:10.1007/s00253-023-12821-9	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s00253-023-12821-9.pdf
doi:10.1007/s00438-024-02196-5	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s00438-024-02196-5.pdf
doi:10.1007/s10295-018-2017-5	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s10295-018-2017-5.pdf
doi:10.1007/s10482-006-9085-7	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s10482-006-9085-7.pdf
doi:10.1007/s10529-010-0330-9	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s10529-010-0330-9.pdf
doi:10.1007/s11274-018-2463-2	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s11274-018-2463-2.pdf
doi:10.1007/s11356-016-8018-x	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s11356-016-8018-x.pdf
doi:10.1007/s11356-023-30185-5	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1007_s11356-023-30185-5.pdf
doi:10.1016/j.bbagen.2025.130804	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.bbagen.2025.130804.pdf
doi:10.1016/j.biocel.2015.08.010	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biocel.2015.08.010.pdf
doi:10.1016/j.biochi.2014.10.024	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biochi.2014.10.024.pdf
doi:10.1016/j.biortech.2004.12.034	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2004.12.034.pdf
doi:10.1016/j.biortech.2007.09.046	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2007.09.046.pdf
doi:10.1016/j.biortech.2008.03.037	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2008.03.037.pdf
doi:10.1016/j.biortech.2008.11.010	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2008.11.010.pdf
doi:10.1016/j.biortech.2008.11.047	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2008.11.047.pdf
doi:10.1016/j.biortech.2009.03.046	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2009.03.046.pdf
doi:10.1016/j.biortech.2009.05.011	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2009.05.011.pdf
doi:10.1016/j.biortech.2009.08.100	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2009.08.100.pdf
doi:10.1016/j.biortech.2009.12.090	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2009.12.090.pdf
doi:10.1016/j.biortech.2010.03.129	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2010.03.129.pdf
doi:10.1016/j.biortech.2010.07.079	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2010.07.079.pdf
doi:10.1016/j.biortech.2010.09.122	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2010.09.122.pdf
doi:10.1016/j.biortech.2010.10.126	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2010.10.126.pdf
doi:10.1016/j.biortech.2010.11.034	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2010.11.034.pdf
doi:10.1016/j.biortech.2010.11.097	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2010.11.097.pdf
doi:10.1016/j.biortech.2010.12.115	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2010.12.115.pdf
doi:10.1016/j.biortech.2011.01.062	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.01.062.pdf
doi:10.1016/j.biortech.2011.02.101	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.02.101.pdf
doi:10.1016/j.biortech.2011.04.094	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.04.094.pdf
doi:10.1016/j.biortech.2011.05.075	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.05.075.pdf
doi:10.1016/j.biortech.2011.06.058	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.06.058.pdf
doi:10.1016/j.biortech.2011.08.027	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.08.027.pdf
doi:10.1016/j.biortech.2011.12.144	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.12.144.pdf
doi:10.1016/j.biortech.2011.12.147	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2011.12.147.pdf
doi:10.1016/j.biortech.2012.08.080	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2012.08.080.pdf
doi:10.1016/j.biortech.2012.08.104	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2012.08.104.pdf
doi:10.1016/j.biortech.2012.09.104	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2012.09.104.pdf
doi:10.1016/j.biortech.2013.07.078	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2013.07.078.pdf
doi:10.1016/j.biortech.2013.09.082	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2013.09.082.pdf
doi:10.1016/j.biortech.2013.12.081	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2013.12.081.pdf
doi:10.1016/j.biortech.2014.01.060	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2014.01.060.pdf
doi:10.1016/j.biortech.2014.06.005	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2014.06.005.pdf
doi:10.1016/j.biortech.2014.07.082	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2014.07.082.pdf
doi:10.1016/j.biortech.2015.03.127	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2015.03.127.pdf
doi:10.1016/j.biortech.2015.08.086	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2015.08.086.pdf
doi:10.1016/j.biortech.2017.01.040	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2017.01.040.pdf
doi:10.1016/j.biortech.2017.05.125	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2017.05.125.pdf
doi:10.1016/j.biortech.2017.05.138	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2017.05.138.pdf
doi:10.1016/j.biortech.2017.05.191	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2017.05.191.pdf
doi:10.1016/j.biortech.2017.05.197	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2017.05.197.pdf
doi:10.1016/j.biortech.2018.01.123	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2018.01.123.pdf
doi:10.1016/j.biortech.2018.03.081	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2018.03.081.pdf
doi:10.1016/j.biortech.2018.07.150	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2018.07.150.pdf
doi:10.1016/j.biortech.2018.11.053	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2018.11.053.pdf
doi:10.1016/j.biortech.2019.122104	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2019.122104.pdf
doi:10.1016/j.biortech.2022.128002	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2022.128002.pdf
doi:10.1016/j.biortech.2022.128079	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2022.128079.pdf
doi:10.1016/j.biortech.2023.129993	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2023.129993.pdf
doi:10.1016/j.biortech.2025.132921	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2025.132921.pdf
doi:10.1016/j.biortech.2025.133155	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2025.133155.pdf
doi:10.1016/j.biortech.2026.134191	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.134191.pdf
doi:10.1016/j.biortech.2026.134456	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.134456.pdf
doi:10.1016/j.biortech.2026.135490	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.135490.pdf
doi:10.1016/j.biortech.2026.135679	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biortech.2026.135679.pdf
doi:10.1016/j.biotechadv.2007.09.002	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biotechadv.2007.09.002.pdf
doi:10.1016/j.biotechadv.2013.01.009	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biotechadv.2013.01.009.pdf
doi:10.1016/j.biotechadv.2013.03.004	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.biotechadv.2013.03.004.pdf
doi:10.1016/j.carbpol.2017.01.090	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.carbpol.2017.01.090.pdf
doi:10.1016/j.cbpa.2013.03.036	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.cbpa.2013.03.036.pdf
doi:10.1016/j.cels.2019.10.006	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.cels.2019.10.006.pdf
doi:10.1016/j.cels.2020.01.005	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.cels.2020.01.005.pdf
doi:10.1016/j.copbio.2009.04.002	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.copbio.2009.04.002.pdf
doi:10.1016/j.copbio.2011.11.026	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.copbio.2011.11.026.pdf
doi:10.1016/j.copbio.2014.09.004	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.copbio.2014.09.004.pdf
doi:10.1016/j.enzmictec.2010.10.008	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2010.10.008.pdf
doi:10.1016/j.enzmictec.2011.02.002	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2011.02.002.pdf
doi:10.1016/j.enzmictec.2011.02.010	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2011.02.010.pdf
doi:10.1016/j.enzmictec.2011.04.008	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2011.04.008.pdf
doi:10.1016/j.enzmictec.2012.03.005	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2012.03.005.pdf
doi:10.1016/j.enzmictec.2012.07.003	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2012.07.003.pdf
doi:10.1016/j.enzmictec.2012.11.005	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2012.11.005.pdf
doi:10.1016/j.enzmictec.2026.110838	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.enzmictec.2026.110838.pdf
doi:10.1016/j.fgb.2024.103914	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.fgb.2024.103914.pdf
doi:10.1016/j.fm.2023.104288	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.fm.2023.104288.pdf
doi:10.1016/j.ijfoodmicro.2007.11.083	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.ijfoodmicro.2007.11.083.pdf
doi:10.1016/j.jbiosc.2009.03.019	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2009.03.019.pdf
doi:10.1016/j.jbiosc.2010.02.003	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2010.02.003.pdf
doi:10.1016/j.jbiosc.2011.12.015	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2011.12.015.pdf
doi:10.1016/j.jbiosc.2012.02.029	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2012.02.029.pdf
doi:10.1016/j.jbiosc.2013.05.027	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2013.05.027.pdf
doi:10.1016/j.jbiosc.2013.05.037	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2013.05.037.pdf
doi:10.1016/j.jbiosc.2014.04.016	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2014.04.016.pdf
doi:10.1016/j.jbiosc.2014.05.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2014.05.012.pdf
doi:10.1016/j.jbiosc.2015.09.006	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2015.09.006.pdf
doi:10.1016/j.jbiosc.2015.10.011	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2015.10.011.pdf
doi:10.1016/j.jbiosc.2015.10.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2015.10.012.pdf
doi:10.1016/j.jbiosc.2015.10.013	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2015.10.013.pdf
doi:10.1016/j.jbiosc.2016.04.007	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2016.04.007.pdf
doi:10.1016/j.jbiosc.2016.04.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2016.04.012.pdf
doi:10.1016/j.jbiosc.2017.01.010	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2017.01.010.pdf
doi:10.1016/j.jbiosc.2017.04.005	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2017.04.005.pdf
doi:10.1016/j.jbiosc.2017.04.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2017.04.012.pdf
doi:10.1016/j.jbiosc.2019.03.009	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiosc.2019.03.009.pdf
doi:10.1016/j.jbiotec.2004.01.017	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2004.01.017.pdf
doi:10.1016/j.jbiotec.2007.04.019	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2007.04.019.pdf
doi:10.1016/j.jbiotec.2007.05.010	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2007.05.010.pdf
doi:10.1016/j.jbiotec.2010.02.009	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2010.02.009.pdf
doi:10.1016/j.jbiotec.2010.06.006	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2010.06.006.pdf
doi:10.1016/j.jbiotec.2011.06.005	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2011.06.005.pdf
doi:10.1016/j.jbiotec.2012.01.022	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2012.01.022.pdf
doi:10.1016/j.jbiotec.2012.12.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2012.12.012.pdf
doi:10.1016/j.jbiotec.2013.12.019	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2013.12.019.pdf
doi:10.1016/j.jbiotec.2014.07.445	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2014.07.445.pdf
doi:10.1016/j.jbiotec.2016.04.041	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2016.04.041.pdf
doi:10.1016/j.jbiotec.2016.05.028	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2016.05.028.pdf
doi:10.1016/j.jbiotec.2016.07.004	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2016.07.004.pdf
doi:10.1016/j.jbiotec.2019.03.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2019.03.012.pdf
doi:10.1016/j.jbiotec.2019.08.009	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2019.08.009.pdf
doi:10.1016/j.jbiotec.2020.06.017	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2020.06.017.pdf
doi:10.1016/j.jbiotec.2021.03.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2021.03.012.pdf
doi:10.1016/j.jbiotec.2022.09.012	include	Owner read the PDF and kept it as in scope.	pdf_included/	kangkon	2026-09-22	yes	10.1016_j.jbiotec.2022.09.012.pdf
