# fermlit classifier verdicts for publications the fermdb atlas holds.
#
# These cost nothing: the classifier ran on them in a separate project before any of
# today's work. They are MODEL verdicts -- decided_by_kind is 'model' on every row, they
# load at confidence 'unverified', and the loader will not let them overwrite a verdict
# somebody reached by reading the PDF.
#
# Rows already carrying a human verdict are omitted from this file entirely, rather than
# left in for the loader to refuse: a file that asks for something it must not get is a
# file somebody will eventually force.
#
# Scope is fermlit's ORIGINAL corpus. The rows being screened today are excluded, so this
# file does not change meaning depending on when it was generated.
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.1016/0027-5107(84)90056-3	exclude	Study focuses on mutagenesis and mitochondrial defects (petite induction) rather than alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0027-5107(84)90135-0	exclude	Study focuses on mitochondrial genetics and mutagenesis in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0147-619x(84)90019-2	exclude	Subject is maize mitochondrial gene sequence analysis, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0309-1651(84)90197-8	exclude	Study focuses on immunology and cell biology of liver disease markers in yeast mutants, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(84)90019-2	exclude	Study of mitochondrial genome structure in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(84)90104-5	exclude	Study focuses on mitochondrial DNA and plasmid replication mechanisms in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/oxfordjournals.jbchem.a134985	exclude	Study of mitochondrial DNA mutations in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0003-9861(84)90042-0	borderline	The paper investigates mitochondrial function and oxygen involvement in D-xylulose metabolism in S. cerevisiae, which is basic biology/enabling work in a relevant host but does not explicitly state alcohol production as the focus.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.4.2.247-253.1984	exclude	Focuses on basic metabolic regulation of citrate synthase with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/food.19830270525	exclude	The paper focuses on sensory quality and chemical analysis of wine and spirits rather than microbial production engineering or titers.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0003-2697(83)90698-x	exclude	Paper describes a general protein kinase assay unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0009-8981(83)90115-8	exclude	Study focuses on clinical chemistry and serum protein analysis in humans, unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/jac/12.5.435	exclude	Subject is antibiotic resistance in a pathogen, unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1600-0773.1983.tb01868.x	exclude	Study of metabolism in rats and guinea pigs (mammalian toxicology), not microbial production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00330895	exclude	Study focuses on mitochondrial DNA expression in E. coli minicells with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(83)90192-0	exclude	Study of mitochondrial genome structure in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(83)90196-8	exclude	Focuses on mitochondrial electron transport chain proteins rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/b978-0-12-364376-6.50012-0	exclude	Subject is carcinogenesis and cell biology, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00331083	exclude	Study focuses on mitochondrial genome mutability and genetics in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00376072	exclude	Basic molecular biology of mitochondrial DNA with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00425771	exclude	Study focuses on basic mitochondrial genetics and tRNA biosynthesis with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0003-9861(83)90218-7	exclude	Study focuses on mitochondrial genome loss induced by fatty acids, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0027-5107(83)90092-1	exclude	Study focuses on mutation frequency and genome stability in yeast without any link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0092-8674(83)90458-0	exclude	Study focuses on mitochondrial DNA replication mechanisms in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0165-7992(83)90203-8	exclude	Study focuses on yeast genetics and nitrous acid sensitivity, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(83)90002-1	exclude	Subject is mitochondrial genome structure in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(83)90132-4	exclude	Focuses on mitochondrial genome replication in yeast petites, unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.3.9.1615-1624.1983	exclude	Basic molecular biology of mitochondrial gene transcription with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00326073	exclude	Study focuses on basic cell biology of protein synthesis machinery rather than alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0091-3057(83)90185-5	exclude	Study focuses on pharmacological inhibition of aldehyde dehydrogenase in vitro, unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/304652a0	borderline	The paper describes yeast promoter mutations which are enabling tools for strain engineering but does not explicitly state the production of ethanol or other target alcohols.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1080/07391102.1983.10507489	exclude	Subject is DNA structural biology (Z-DNA), completely unrelated to microbial alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0039-128x(82)90011-3	exclude	Paper describes chemical synthesis of bile acid derivatives, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0006-2952(82)90138-1	exclude	Study focuses on hepatocyte response to alcohols in a medical/toxicological context	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/s0021-9673(00)81993-7	exclude	Focuses on quantification of alcohols in human serum and urine, which is medical/forensic analytical chemistry unrelated to microbial production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/jn/112.2.263	exclude	Subject is rat intestinal physiology and riboflavin absorption, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1152/ajpgi.1982.242.1.g52	exclude	Study of rat bile duct permeability is unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1177/000456328201900311	exclude	Paper describes a chromatographic purification method for a chemical reagent, unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0006-291x(82)91743-0	exclude	Study focuses on molecular genetics of mitochondrial DNA transformation without link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0147-619x(82)90037-3	exclude	Focuses on plasmid replication mechanics in yeast without any link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(82)90203-7	exclude	Study focuses on heterologous protein expression of a bacterial outer membrane protein in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00445740	exclude	Focuses on mitochondrial genetics and cytoduction rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0167-4889(82)90089-1	exclude	Study focuses on mitochondrial genome disintegration induced by ionophores, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0378-1119(82)90036-1	exclude	Subject is rat mitochondrial gene evolution, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/genetics/102.1.9	exclude	Study focuses on cell division and mitochondrial inheritance in yeast zygotes with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1432-1033.1982.tb06887.x	exclude	The paper investigates mitochondrial transcript regulation in yeast under different carbon sources without any link to alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.2.12.1481-1491.1982	exclude	Study of adenylate cyclase properties in yeast plasma membranes is unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.2.4.457-466.1982	exclude	Study focuses on mitochondrial gene loss and nuclear gene interaction in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.2.8.897-903.1982	exclude	Focuses on yeast mating kinetics rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/978-1-4684-4142-0_24	borderline	The paper studies functional mutants of alcohol dehydrogenase in yeast, which is an enabling tool for ethanol production engineering but lacks explicit evidence of production or strain improvement in the title alone.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00330805	exclude	Study focuses on respiratory deficiency and ribosomal suppressors in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00745020	exclude	Study focuses on basic bioenergetics and electron transport rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1432-1033.1982.tb06615.x	exclude	The paper describes mutants that are deficient in alcohol dehydrogenase and do not ferment ethanol, focusing on mitochondrial respiration and NADH reoxidation rather than alcohol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/jps.2600700714	exclude	Subject is intestinal absorption of antibiotics in rats, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0005-2744(81)90251-5	exclude	Title describes enzymatic synthesis in biphasic systems focusing on chemical equilibrium, lacking any mention of microbial production, fermentation, or specific alcohol targets like ethanol/butanol.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00365692	exclude	Study focuses on mitochondrial tRNA gene organization in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00376783	exclude	Study focuses on yeast mitochondrial mutants and spore germination with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00376786	exclude	Study focuses on protein/RNA synthesis and sporulation genetics in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00429823	exclude	Study focuses on mitochondrial genetics and petite mutants in S. cerevisiae with no mention of alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0165-7992(81)90051-8	exclude	Study focuses on mitochondrial genome mutability in yeast mutants with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/292075a0	exclude	Focuses on mitochondrial DNA replication and suppressivity, unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1432-1033.1981.tb05183.x	exclude	Subject is mitochondrial genome sequencing with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00425622	exclude	The paper focuses on the genetics of petite mutants in Saccharomyces cerevisiae, which is unrelated to the production or engineering of ethanol, butanol, or isobutanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/jps.2600690612	exclude	Subject is pharmaceutical drug kinetics, not microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0005-2736(80)90302-8	exclude	The paper focuses on mitochondrial control of cell surface characteristics in yeast without any mention of alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0006-291x(80)91395-9	borderline	The paper describes a general genetic transformation method in Saccharomyces cerevisiae without mentioning alcohol production or engineering for that purpose.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/284185a0	exclude	Basic molecular biology of yeast replication origins with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00267451	borderline	The paper describes a genetic tool (mitochondrial mutants) for yeast hybridization without explicitly stating that alcohol production is the subject or outcome.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00271476	exclude	Study focuses on yeast mitochondrial DNA mutations and polypeptide generation, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00420624	exclude	Study focuses on mitochondrial DNA mapping and tRNA gene localization, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00744687	exclude	Study focuses on plasma membrane ATPase bioenergetics in a rho0 petite strain with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0027-5107(80)90008-1	exclude	Study focuses on mitochondrial DNA mutation mechanisms in yeast, unrelated to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0092-8674(80)90247-0	exclude	Study focuses on mitochondrial gene organization and cytochrome b mutants in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/283218a0	exclude	Subject is mitochondrial genome structure in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/288404a0	exclude	Subject is mitochondrial gene sequence evolution with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/genetics/94.1.69	exclude	Study focuses on mitochondrial genetics and antibiotic resistance loci in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0165-1218(80)90082-8	exclude	Focuses on mutagenicity testing using organic solvents rather than microbial production or engineering of alcohols	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00267449	borderline	The paper studies basic glycolytic enzyme regulation in S. cerevisiae mutants without explicitly stating alcohol production as the product or goal.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/jps.2600680909	exclude	Paper describes an analytical assay for methadone, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf01641306	exclude	Study focuses on human serum protein binding of antibiotics, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0009-8981(79)90102-5	exclude	The paper focuses on clinical chemistry and enzyme inhibition by a chemical impurity, with no link to microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0009-8981(79)90166-9	exclude	Study focuses on alkaline phosphatase activity in a chemical buffer system, with no link to microbial alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/s0021-9673(00)80180-6	exclude	Paper describes an analytical method for determining neurotransmitters, unrelated to microbial alcohol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1159/000458624	exclude	Study focuses on alkaline phosphatase stability in buffers, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00267057	borderline	The paper describes a basic biological technique (mitochondrial fusion) in Saccharomyces cerevisiae without mentioning alcohol production or engineering for that purpose.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/978-1-4615-7945-8_4	exclude	Subject is basic yeast mitochondrial biology (petite mutation) with no link to alcohol production engineering or titers.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00267067	borderline	The paper describes a genetic tool (cytoduction) for mitochondrial studies in yeast without mentioning alcohol production or engineering.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00267546	exclude	Study focuses on yeast genetics and mutation mechanisms unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00267807	exclude	Subject is mitochondrial genome sequencing of a petite mutant with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00267848	exclude	Study focuses on mitochondrial genetics and tRNA biology in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00268577	exclude	Physical mapping of mitochondrial DNA is unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00268641	exclude	Study focuses on mitochondrial activity and basic genetics of a drug compound in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00273220	exclude	Study focuses on mitochondrial genetics and antibiotic resistance in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00333105	exclude	Study focuses on sporulation and mitochondrial respiration in yeast mutants with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00433303	exclude	Study focuses on toxic and mutagenic effects of carcinogens on mitochondria, unrelated to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0006-291x(79)91899-0	exclude	Focuses on yeast cytochrome biosynthesis defects rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0022-2836(79)90365-6	exclude	Study of mitochondrial genetics and petite mutations in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0027-5107(79)90082-4	exclude	Study focuses on formaldehyde mutagenesis in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0165-1218(79)90141-1	exclude	Study focuses on mutagenesis mechanisms and petite mutations in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0009-8981(78)90312-1	exclude	Study focuses on alkaline phosphatase activity in clinical chemistry buffers, with no link to microbial alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/s0378-4347(00)81288-8	exclude	Analytical chemistry for measuring thiamine in urine, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/s0378-4347(00)81895-2	exclude	Analytical chemistry for measuring anesthetics in blood, unrelated to microbial alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/jobm.3630180406	exclude	Study focuses on petite mutation and thermal death kinetics rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00270383	exclude	Study focuses on yeast sporulation inhibition by a chemical agent, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00270888	exclude	Study focuses on mitochondrial genetics and drug resistance markers in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00271954	exclude	Subject is yeast mitochondrial gene mapping with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00271955	exclude	Study focuses on mitochondrial DNA mapping in yeast petite mutants with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00275116	exclude	Study focuses on genetic damage and DNA repair mechanisms during thymidylate starvation, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00330998	exclude	Study focuses on mitochondrial genetics and locus mapping in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0022-2836(78)90435-7	exclude	Study of mitochondrial recombination in yeast with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0092-8674(78)90257-x	exclude	General mitochondrial genomics with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0147-619x(78)90049-5	exclude	Basic mitochondrial genetics mapping with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1432-1033.1978.tb12364.x	exclude	Subject is mitochondrial protein synthesis in yeast with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/bit.260200809	exclude	Study focuses on fatty acid toxicity mechanisms rather than alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf02876682	exclude	Study focuses on amino acid transport and general metabolic inhibitors in yeast, with no mention of alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0030-4220(77)90381-4	exclude	Study focuses on antibacterial activity of plant extracts for oral health, with no link to microbial alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00268798	exclude	Subject is mitochondrial genetics and respiration with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00283489	exclude	Study focuses on mitochondrial DNA recombination and ultrastructure in petite mutants, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00455117	exclude	Study focuses on mitochondrial genetics and mutation mapping in S. cerevisiae with no mention of alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00455120	exclude	Study focuses on yeast genetics and cell cycle lethality induced by photoaddition, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00484103	exclude	Study focuses on petite mutation resistance in yeast, unrelated to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00693080	exclude	Study focuses on mitochondrial genetics and petite mutants in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00693083	exclude	Study focuses on mitochondrial genetics and respiratory deficiency without any link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00808386	exclude	Study focuses on mitochondrial genome damage by ethidium bromide analogues, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf01734159	exclude	Focuses on cytoplasmic heredity mechanisms in yeast with no mention of alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf01734160	exclude	Subject is mitochondrial genetics and drug resistance in yeast with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf01734167	exclude	Subject is mitochondrial assembly in yeast with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf02425331	exclude	The paper focuses on basic genetics of sugar fermentation in yeast without linking to the production or engineering of ethanol, butanol, or isobutanol as target products.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0022-5193(77)90193-x	exclude	Theoretical biology of yeast mitochondrial genome with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0027-5107(77)90078-1	exclude	Study focuses on cell cycle and mutagenesis under pressure, not alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/s0022-2836(77)80096-x	exclude	Subject is mitochondrial genome evolution with no link to alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/s0022-2836(77)80098-3	exclude	Basic molecular biology of yeast mitochondrial genome with no link to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/s0300-9084(77)80060-6	exclude	Focuses on protoheme synthesis and mitochondrial mutants in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1042/bst0050262	exclude	Focuses on petite mutation and catabolite repression in yeast without linking to alcohol production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/genetics/87.3.441	exclude	Focuses on killer plasmid maintenance and mitochondrial DNA deletion in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1111/j.1432-1033.1977.tb11419.x	exclude	Study focuses on mitochondrial heredity and resistance to a specific herbicide inhibitor, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1242/jcs.26.1.373	exclude	Study focuses on mitochondrial genetics and cell biology (petite mutants) rather than alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/bit.260190309	include	The paper demonstrates ethanol production from glucose using immobilized Saccharomyces cerevisiae cells, which falls under process work for alcohol production.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00330840	borderline	The paper focuses on basic genetics of carbon metabolism and catabolite derepression in yeast without explicitly stating alcohol production as the product or goal.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/bf00338687	exclude	Study focuses on mitochondrial biogenesis and antibiotic resistance mechanisms in yeast, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1042/bst0051096	borderline	The paper focuses on the biochemical characterization of alcohol dehydrogenase activity rather than microbial production or engineering for ethanol synthesis.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
